TEAM_ID,LEAGUE_ID,SEASON_ID,STANDINGSDATE,CONFERENCE,TEAM,G,W,L,W_PCT,HOME_RECORD,ROAD_RECORD
1610612763,0,22022,2022/12/7,West,Memphis,25,16,9,0.64,10月2日,10月3日
1610612756,0,22022,2022/12/7,West,Phoenix,25,16,9,0.64,12月3日,12月4日
1610612743,0,22022,2022/12/7,West,Denver,24,14,10,0.583,6月3日,6月4日
1610612758,0,22022,2022/12/7,West,Sacramento,23,13,10,0.565,8月4日,8月5日
1610612762,0,22022,2022/12/7,West,Utah,27,15,12,0.556,9月4日,9月5日
1610612742,0,22022,2022/12/7,West,Dallas,24,13,11,0.542,10月3日,10月4日
1610612757,0,22022,2022/12/7,West,Portland,24,13,11,0.542,5月5日,5月6日
1610612746,0,22022,2022/12/7,West,LA Clippers,26,14,12,0.538,7月6日,7月7日
1610612744,0,22022,2022/12/7,West,Golden State,26,13,13,0.5,11月2日,11月3日
1610612750,0,22022,2022/12/7,West,Minnesota,24,12,12,0.5,7月7日,7月8日
1610612760,0,22022,2022/12/7,West,Oklahoma City,25,11,14,0.44,6月5日,6月6日
1610612747,0,22022,2022/12/7,West,L.A. Lakers,24,10,14,0.417,6月6日,6月7日
1610612745,0,22022,2022/12/7,West,Houston,24,7,17,0.292,4月5日,4月6日
1610612759,0,22022,2022/12/7,West,San Antonio,24,6,18,0.25,3月10日,3月11日
1610612756,0,22022,2022/12/6,West,Phoenix,24,16,8,0.667,12月2日,12月3日
1610612740,0,22022,2022/12/6,West,New Orleans,23,15,8,0.652,9月3日,9月4日
1610612763,0,22022,2022/12/6,West,Memphis,24,15,9,0.625,9月2日,9月3日
1610612758,0,22022,2022/12/6,West,Sacramento,22,13,9,0.591,8月4日,8月5日
1610612743,0,22022,2022/12/6,West,Denver,24,14,10,0.583,6月3日,6月4日
1610612746,0,22022,2022/12/6,West,LA Clippers,25,14,11,0.56,7月6日,7月7日
1610612742,0,22022,2022/12/6,West,Dallas,24,13,11,0.542,10月3日,10月4日
1610612757,0,22022,2022/12/6,West,Portland,24,13,11,0.542,5月5日,5月6日
1610612762,0,22022,2022/12/6,West,Utah,26,14,12,0.538,8月4日,8月5日
1610612744,0,22022,2022/12/6,West,Golden State,25,13,12,0.52,11月2日,11月3日
1610612750,0,22022,2022/12/6,West,Minnesota,23,11,12,0.478,6月7日,6月8日
1610612760,0,22022,2022/12/6,West,Oklahoma City,24,11,13,0.458,6月5日,6月6日
1610612747,0,22022,2022/12/6,West,L.A. Lakers,23,10,13,0.435,6月6日,6月7日
1610612745,0,22022,2022/12/6,West,Houston,24,7,17,0.292,4月5日,4月6日
1610612759,0,22022,2022/12/6,West,San Antonio,24,6,18,0.25,3月10日,3月11日
1610612756,0,22022,2022/12/5,West,Phoenix,24,16,8,0.667,12月2日,12月3日
1610612740,0,22022,2022/12/5,West,New Orleans,23,15,8,0.652,9月3日,9月4日
1610612763,0,22022,2022/12/5,West,Memphis,24,15,9,0.625,9月2日,9月3日
1610612743,0,22022,2022/12/5,West,Denver,23,14,9,0.609,6月2日,6月3日
1610612758,0,22022,2022/12/5,West,Sacramento,22,13,9,0.591,8月4日,8月5日
1610612746,0,22022,2022/12/5,West,LA Clippers,25,14,11,0.56,7月6日,7月7日
1610612757,0,22022,2022/12/5,West,Portland,24,13,11,0.542,5月5日,5月6日
1610612762,0,22022,2022/12/5,West,Utah,26,14,12,0.538,8月4日,8月5日
1610612742,0,22022,2022/12/5,West,Dallas,23,12,11,0.522,10月3日,10月4日
1610612744,0,22022,2022/12/5,West,Golden State,25,13,12,0.52,11月2日,11月3日
1610612750,0,22022,2022/12/5,West,Minnesota,23,11,12,0.478,6月7日,6月8日
1610612760,0,22022,2022/12/5,West,Oklahoma City,24,11,13,0.458,6月5日,6月6日
1610612747,0,22022,2022/12/5,West,L.A. Lakers,22,10,12,0.455,6月6日,6月7日
1610612745,0,22022,2022/12/5,West,Houston,24,7,17,0.292,4月5日,4月6日
1610612759,0,22022,2022/12/5,West,San Antonio,24,6,18,0.25,3月10日,3月11日
1610612756,0,22022,2022/12/4,West,Phoenix,23,16,7,0.696,12月2日,12月3日
1610612740,0,22022,2022/12/4,West,New Orleans,23,15,8,0.652,9月3日,9月4日
1610612743,0,22022,2022/12/4,West,Denver,23,14,9,0.609,6月2日,6月3日
1610612763,0,22022,2022/12/4,West,Memphis,23,14,9,0.609,8月2日,8月3日
1610612758,0,22022,2022/12/4,West,Sacramento,22,13,9,0.591,8月4日,8月5日
1610612744,0,22022,2022/12/4,West,Golden State,24,13,11,0.542,11月1日,11月2日
1610612746,0,22022,2022/12/4,West,LA Clippers,24,13,11,0.542,7月6日,7月7日
1610612757,0,22022,2022/12/4,West,Portland,24,13,11,0.542,5月5日,5月6日
1610612762,0,22022,2022/12/4,West,Utah,26,14,12,0.538,8月4日,8月5日
1610612742,0,22022,2022/12/4,West,Dallas,22,11,11,0.5,9月3日,9月4日
1610612750,0,22022,2022/12/4,West,Minnesota,23,11,12,0.478,6月7日,6月8日
1610612747,0,22022,2022/12/4,West,L.A. Lakers,22,10,12,0.455,6月6日,6月7日
1610612760,0,22022,2022/12/4,West,Oklahoma City,23,10,13,0.435,6月5日,6月6日
1610612745,0,22022,2022/12/4,West,Houston,23,6,17,0.261,3月5日,3月6日
1610612759,0,22022,2022/12/4,West,San Antonio,24,6,18,0.25,3月10日,3月11日
1610612756,0,22022,2022/12/3,West,Phoenix,22,15,7,0.682,12月2日,12月3日
1610612743,0,22022,2022/12/3,West,Denver,22,14,8,0.636,6月2日,6月3日
1610612740,0,22022,2022/12/3,West,New Orleans,22,14,8,0.636,8月3日,8月4日
1610612763,0,22022,2022/12/3,West,Memphis,22,13,9,0.591,8月2日,8月3日
1610612758,0,22022,2022/12/3,West,Sacramento,21,12,9,0.571,7月4日,7月5日
1610612744,0,22022,2022/12/3,West,Golden State,24,13,11,0.542,11月1日,11月2日
1610612746,0,22022,2022/12/3,West,LA Clippers,24,13,11,0.542,7月6日,7月7日
1610612762,0,22022,2022/12/3,West,Utah,26,14,12,0.538,8月4日,8月5日
1610612757,0,22022,2022/12/3,West,Portland,23,12,11,0.522,4月5日,4月6日
1610612742,0,22022,2022/12/3,West,Dallas,22,11,11,0.5,9月3日,9月4日
1610612750,0,22022,2022/12/3,West,Minnesota,23,11,12,0.478,6月7日,6月8日
1610612760,0,22022,2022/12/3,West,Oklahoma City,23,10,13,0.435,6月5日,6月6日
1610612747,0,22022,2022/12/3,West,L.A. Lakers,21,9,12,0.429,6月6日,6月7日
1610612745,0,22022,2022/12/3,West,Houston,23,6,17,0.261,3月5日,3月6日
1610612759,0,22022,2022/12/3,West,San Antonio,23,6,17,0.261,3月9日,3月10日
1610612756,0,22022,2022/12/2,West,Phoenix,22,15,7,0.682,12月2日,12月3日
1610612743,0,22022,2022/12/2,West,Denver,22,14,8,0.636,6月2日,6月3日
1610612740,0,22022,2022/12/2,West,New Orleans,22,14,8,0.636,8月3日,8月4日
1610612763,0,22022,2022/12/2,West,Memphis,22,13,9,0.591,8月2日,8月3日
1610612746,0,22022,2022/12/2,West,LA Clippers,23,13,10,0.565,7月5日,7月6日
1610612762,0,22022,2022/12/2,West,Utah,25,14,11,0.56,8月3日,8月4日
1610612758,0,22022,2022/12/2,West,Sacramento,20,11,9,0.55,7月4日,7月5日
1610612744,0,22022,2022/12/2,West,Golden State,23,12,11,0.522,10月1日,10月2日
1610612750,0,22022,2022/12/2,West,Minnesota,22,11,11,0.5,6月6日,6月7日
